Setting,Seed,Modes,Major-Modes,Minor-Modes,HQS,Real-KL,Real-RKL,Real-JSD,Real-TVD,Uniform-KL,Uniform-RKL,Uniform-JSD,Uniform-TVD
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.8-g_alpha-1-epoch_step-400,102,7,7.0,0.0,0.94824,2.2231344050594135,0.9811913302250581,0.27368380817735627,0.6137635956493922,2.2231344050594135,0.9811913302250581,0.27368380817735627,0.6137635956493922
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.7-g_alpha-1-epoch_step-400,103,7,7.0,0.0,0.97296,2.4194855038743244,0.9901758958437012,0.27886902967312827,0.6170825335892515,2.4194855038743244,0.9901758958437012,0.27886902967312827,0.6170825335892515
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.8-g_alpha-1.2-epoch_step-400,102,8,8.0,0.0,0.98108,2.3656627806705672,1.021958000527846,0.28246135759638874,0.6164027511196417,2.3656627806705672,1.021958000527846,0.28246135759638874,0.6164027511196417
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.9-g_alpha-1-epoch_step-400,101,6,6.0,0.0,0.9726,3.028506844641464,1.3364134094137843,0.3583356791234331,0.7409628918746002,3.028506844641464,1.3364134094137843,0.3583356791234331,0.7409628918746002
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.5-g_alpha-1.2-epoch_step-400,101,8,8.0,0.0,0.97208,1.3635728946905084,0.6099079594878726,0.17014502214424,0.4162268074216251,1.3635728946905084,0.6099079594878726,0.17014502214424,0.4162268074216251
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.6-g_alpha-1-epoch_step-400,103,5,5.0,0.0,0.98872,2.936040820111977,1.3108810664524415,0.32885188335163246,0.6470729366602688,2.936040820111977,1.3108810664524415,0.32885188335163246,0.6470729366602688
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.9-g_alpha-1.2-epoch_step-400,102,6,6.0,0.0,0.9756,3.28893124122888,1.350873140714576,0.36386869733981253,0.7436020473448497,3.28893124122888,1.350873140714576,0.36386869733981253,0.7436020473448497
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.8-g_alpha-1.2-epoch_step-400,103,7,7.0,0.0,0.98752,2.6442816662194986,0.9669563232049814,0.2789607542860161,0.6196417146513116,2.6442816662194986,0.9669563232049814,0.2789607542860161,0.6196417146513116
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.7-g_alpha-1-epoch_step-400,101,8,8.0,0.0,0.96596,0.31608678176737026,0.12019671363085643,0.03880386789533616,0.12819897632757518,0.31608678176737026,0.12019671363085643,0.03880386789533616,0.12819897632757518
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.7-g_alpha-1.2-epoch_step-400,103,6,6.0,0.0,0.97388,2.5747084595293965,0.9587466703218037,0.2770818047556498,0.6192418426103646,2.5747084595293965,0.9587466703218037,0.2770818047556498,0.6192418426103646
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.6-g_alpha-1.2-epoch_step-400,103,7,7.0,0.0,0.979,1.8726329125780827,0.6855297871466713,0.20518220239287288,0.49384197056941775,1.8726329125780827,0.6855297871466713,0.20518220239287288,0.49384197056941775
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.6-g_alpha-1-epoch_step-400,101,7,7.0,0.0,0.98004,2.105783722759944,0.6578682573566499,0.19909187661390765,0.4915227127319258,2.105783722759944,0.6578682573566499,0.19909187661390765,0.4915227127319258
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.6-g_alpha-1.2-epoch_step-400,101,7,7.0,0.0,0.96044,2.400611535062045,1.099741830235395,0.29749150459655915,0.6587492002559181,2.400611535062045,1.099741830235395,0.29749150459655915,0.6587492002559181
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-1-g_alpha-1-epoch_step-400,103,7,7.0,0.0,0.99044,2.678022521279646,0.9705501001958412,0.2798840905743031,0.6200815738963532,2.678022521279646,0.9705501001958412,0.2798840905743031,0.6200815738963532
