Setting,Seed,Modes,High-Quality Samples,Reverse KL
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,13,18,0.4075,0.20216041149573666
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,16,11,0.281,0.48128045515834705
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,17,10,0.231,0.3578433397763119
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,20,6,0.2635,0.7004605740164331
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,1,9,0.377,0.45795351659532035
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,18,7,0.2655,0.6033192467873822
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,19,6,0.239,0.5415493413991425
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,2,7,0.1525,0.49047662023551497
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,10,10,0.2865,0.2371195235215459
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,3,5,0.2705,0.5857302935912063
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,5,10,0.397,0.4720226430910292
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,6,7,0.173,0.43193576697248953
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,8,9,0.3855,0.5188357832061703
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,9,8,0.438,0.7119346857793818
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,11,8,0.2275,0.3366623293542671
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,7,10,0.372,0.6314992593471003
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,13,11,0.3075,0.280424979774694
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,12,11,0.2305,0.28834038587052946
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,15,18,0.3945,0.15906879302644567
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,4,9,0.331,0.6886334332531756
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,15,10,0.3365,0.44053295879388926
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,14,8,0.24,0.582070599447575
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,16,18,0.3865,0.07835027679387187
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,10,10,0.1735,0.3557006866381813
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,18,14,0.3095,0.3007862059601879
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,19,15,0.4675,0.31885829683135347
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,17,8,0.2655,0.4450085808761866
alpha-1.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,20,8,0.237,0.5859596357543108
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,2,16,0.4255,0.10003327565753667
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,3,8,0.266,0.5817651484827286
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,1,18,0.4735,0.16161712339212683
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,4,18,0.4085,0.30714998011464056
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,6,4,0.061,0.5987414596184635
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,7,6,0.2055,0.47197231145066343
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,9,12,0.3405,0.2605619683876357
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,8,8,0.284,0.6431177192782994
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,11,6,0.185,0.44058015844315945
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,13,13,0.3805,0.3755378791721696
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,10,10,0.3075,0.36883727389847265
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,17,10,0.3195,0.341742905547452
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,12,8,0.316,0.6817700937128883
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,14,10,0.2985,0.5119192695554706
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,5,8,0.2235,0.5599539771677853
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,18,14,0.326,0.41417873402662314
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,19,6,0.161,0.4230016252790444
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,1,6,0.339,0.7260842283277583
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,3,11,0.248,0.3126841524889922
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,4,9,0.3045,0.4543456014422988
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,2,8,0.2935,0.3825220446257161
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,15,10,0.201,0.389513781456281
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,5,10,0.191,0.4125791191524416
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,16,9,0.18,0.36774771039728876
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,6,4,0.1355,0.757982845546836
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,9,4,0.1445,0.419783976943859
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,8,4,0.0785,0.6984424619559365
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,7,5,0.211,0.5508303955468553
alpha-1.1_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,20,15,0.331,0.26500596906921825
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,10,12,0.376,0.4380154321445972
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,11,9,0.2835,0.4530027847988611
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,16,8,0.217,0.5751084208534871
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,12,9,0.206,0.3854309314585628
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,14,10,0.355,0.49515417260683997
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,13,13,0.3235,0.243689562030412
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,15,19,0.502,0.11360707828997109
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,17,11,0.2945,0.2846449584833466
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,1,10,0.288,0.5031005388238555
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,20,3,0.205,0.8675140141693822
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,2,11,0.2855,0.2364964692499089
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,18,9,0.27,0.4328366704682625
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,3,9,0.24,0.32958764749489877
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,4,7,0.2425,0.6434029617201208
alpha-1.2_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,19,8,0.218,0.5764413380855921
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,5,7,0.207,0.5267011449835861
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,7,9,0.236,0.3901148192366217
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,9,6,0.225,0.5294199953078527
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,10,8,0.3065,0.6476573423442767
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,11,11,0.3175,0.4222979133504226
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,14,10,0.279,0.5320069093292998
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,12,9,0.278,0.3529024532480692
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,16,10,0.183,0.27742244276393496
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,15,8,0.1815,0.45442488411031046
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,19,8,0.208,0.6168345607296839
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,2,5,0.1045,0.6583458829891942
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,8,3,0.0365,0.7497700943280075
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,18,3,0.044,0.6096325051850388
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,20,5,0.211,0.6984929265392958
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,17,17,0.308,0.16445593169838876
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,3,5,0.2095,0.6364701942116199
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,1,6,0.121,0.6524925171672473
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,4,7,0.351,0.6397237520434426
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,6,9,0.34,0.5624651426825492
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,5,7,0.13,0.5000333321385064
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,6,6,0.134,0.6114003078808807
alpha-1.5_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,13,8,0.197,0.2634649964212151
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,7,6,0.263,0.679132091700188
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,10,4,0.221,0.4190007903922263
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,9,3,0.1145,0.42870857359117276
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,11,6,0.1175,0.47725108209593714
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,12,6,0.399,1.0388842469264752
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,13,10,0.2435,0.5405504609257575
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,16,8,0.2165,0.7724399627861513
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,8,8,0.2105,0.4816306731634834
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,14,7,0.169,0.3662651154836705
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,15,8,0.131,0.5305053329071621
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,20,5,0.1425,0.924804048854323
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,6,13,0.3095,0.2438389084103968
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,1,20,0.4365,0.017328877884453725
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,17,7,0.186,0.5497164920322689
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,18,4,0.252,0.45858750761924577
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,3,22,0.52,0.056088747875536776
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,4,17,0.4135,0.1560286844573013
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,2,13,0.2555,0.2523994032313199
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,8,16,0.3505,0.11448058892585714
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,5,12,0.386,0.3735851427595512
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,9,19,0.425,0.060967795972353266
alpha-2.0_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,19,5,0.201,0.5581777900751954
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,11,13,0.33,0.24374075522744162
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,12,14,0.433,0.25370062950784394
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,14,19,0.5395,0.16772642184267658
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,7,13,0.3355,0.31663150093983966
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,13,18,0.414,0.12430409687038074
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,17,15,0.361,0.12223340537143743
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,16,20,0.5735,0.09561045652026606
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,15,16,0.4025,0.17510092956375065
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,10,23,0.5135,0.0163813066871474
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,1,24,0.5635,0.04597920516625417
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,19,21,0.4235,0.043741107456762726
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,2,10,0.192,0.4788241159264338
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,20,22,0.5345,0.09612546763631444
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,3,19,0.3475,0.1318234700405038
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,5,16,0.327,0.1798287001575298
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,6,13,0.3665,0.3625427580398054
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,8,17,0.3375,0.19075011846165207
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,7,10,0.236,0.24639493713026703
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,4,13,0.303,0.15483656989449712
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,9,11,0.298,0.10030226133435785
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,10,22,0.5325,0.04686798030914421
alpha-0.8_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,18,17,0.464,0.2900760106361211
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,11,23,0.4885,0.05343547756081851
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,13,16,0.3485,0.1544810824338462
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,14,24,0.5405,0.04603546844132091
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,15,13,0.3815,0.25604414975128903
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,1,17,0.4535,0.3206073381962593
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,18,16,0.3645,0.29650812066988774
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,4,12,0.394,0.3821997950174574
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,17,20,0.5005,0.07126890753794225
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,19,21,0.4025,0.024958895792463257
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,3,15,0.264,0.22920711470009034
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,20,9,0.2585,0.33520614364461176
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,5,20,0.349,0.08507892350149515
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,6,16,0.366,0.16513155838612598
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,10,12,0.2555,0.14944207058003492
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,8,12,0.259,0.2169242021841598
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,7,20,0.395,0.06730494097860004
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,11,20,0.451,0.01732922305329262
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,9,17,0.4135,0.32789497503846293
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,2,13,0.2735,0.3087736847797104
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,12,13,0.359,0.32177899506829755
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,12,14,0.398,0.41376728685040776
alpha-0.9_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,16,14,0.3,0.08571575208709092
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,13,11,0.3635,0.4124381701164093
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,15,21,0.486,0.04054937493041928
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,16,7,0.3015,0.5210405371951737
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,17,18,0.385,0.16241137108002543
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,19,23,0.5615,0.07447677588787076
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,18,15,0.426,0.25522586757555293
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,20,19,0.4895,0.1448102767438356
alpha-1.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,14,16,0.3515,0.16979296965732033
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,1,12,0.3,0.29194284856409175
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,4,10,0.31,0.35775907843919635
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,5,17,0.2905,0.1614087619704455
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,3,17,0.2925,0.31154496885488736
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,2,9,0.286,0.5599557832316779
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,8,9,0.3275,0.5018465130986295
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,10,11,0.2455,0.3632281596334838
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,9,14,0.2525,0.14169530393616056
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,13,16,0.3775,0.24088352429358265
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,14,14,0.3385,0.21048648113216398
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,7,15,0.319,0.14488254693607652
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,6,23,0.4355,0.040807161111267566
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,11,22,0.624,0.1227424097792405
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,18,12,0.38,0.3474120698503138
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,17,18,0.463,0.15347602231969093
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,19,16,0.48,0.256570694338165
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,1,18,0.3615,0.16324260666110588
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,3,8,0.2775,0.41459623874536666
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,20,9,0.283,0.5128344229303737
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,2,10,0.255,0.30975714954028055
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,5,6,0.195,0.6775591933658115
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,15,14,0.2885,0.2955007762831985
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,12,17,0.4405,0.2536397390228029
alpha-1.1_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,16,5,0.237,0.4609127615139744
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,6,22,0.468,0.07072970203776191
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,7,6,0.216,0.6636439314765273
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,9,9,0.2805,0.6051854810420579
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,8,9,0.218,0.2972525975048899
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,12,14,0.284,0.15778802691686025
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,10,11,0.3175,0.530650977962805
