Setting,Seed,0.0-1,0.0-3,0.0-5,0.0-10,0.1-1,0.1-3,0.1-5,0.1-10,0.2-1,0.2-3,0.2-5,0.2-10,0.3-1,0.3-3,0.3-5,0.3-10,0.4-1,0.4-3,0.4-5,0.4-10,0.5-1,0.5-3,0.5-5,0.5-10,0.6-1,0.6-3,0.6-5,0.6-10,0.7-1,0.7-3,0.7-5,0.7-10,0.8-1,0.8-3,0.8-5,0.8-10,0.9-1,0.9-3,0.9-5,0.9-10
-non_saturating-n_epochs-50-d_alpha-1,1,751,571,473,330,728,540,442,310,633,446,344,242,520,331,252,166,423,231,178,121,312,177,130,82,234,118,87,45,169,76,54,23,98,38,21,10,35,7,4,0
-non_saturating-n_epochs-50-d_alpha-0.85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,1,692,507,429,314,635,470,394,287,558,387,313,223,468,299,231,160,366,221,169,110,294,162,121,72,223,119,78,47,160,73,41,26,103,33,23,13,37,12,8,4
-non_saturating-n_epochs-50-d_alpha-0.9,1,761,569,480,374,740,541,454,355,645,452,383,287,546,372,311,220,466,303,229,161,377,228,172,109,298,163,112,59,225,100,62,27,136,48,29,13,61,12,4,1
-non_saturating-n_epochs-50-d_alpha-0.85,2,740,571,474,369,721,544,461,351,654,470,394,292,559,390,314,222,487,314,242,159,402,227,177,119,317,176,132,81,233,125,89,49,165,76,44,24,82,23,14,4
-non_saturating-n_epochs-50-d_alpha-0.9,2,10,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,2,715,519,421,314,695,500,406,305,598,423,342,256,515,349,282,205,433,268,222,147,353,219,156,107,277,158,120,80,211,114,81,55,133,75,53,28,75,24,21,8
-non_saturating-n_epochs-50-d_alpha-1,2,903,708,588,417,880,690,563,401,813,588,472,338,733,483,385,257,635,387,294,193,541,302,227,132,432,223,157,88,331,158,100,53,217,83,48,18,99,21,12,3
-non_saturating-n_epochs-50-d_alpha-0.9,3,610,442,361,260,583,422,347,246,503,342,277,189,416,262,197,143,316,192,151,98,251,135,101,69,188,94,69,44,132,59,45,27,75,38,25,13,29,8,3,2
-non_saturating-n_epochs-50-d_alpha-0.95,3,30,24,19,16,17,14,13,12,11,7,5,5,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,3,712,521,404,287,686,489,384,269,604,392,306,207,489,296,232,152,381,214,166,100,291,152,115,71,200,102,75,48,130,64,49,34,81,47,28,19,37,14,10,3
-non_saturating-n_epochs-50-d_alpha-1,4,747,530,441,315,708,492,410,284,615,403,321,215,499,308,242,154,392,220,160,107,295,162,114,85,207,109,87,56,160,75,59,45,95,51,38,14,46,12,6,3
-non_saturating-n_epochs-50-d_alpha-0.9,5,772,572,476,331,743,546,450,314,658,464,365,252,573,361,277,193,470,277,206,136,377,200,147,94,301,143,102,62,221,97,63,38,136,53,36,18,62,18,9,4
-non_saturating-n_epochs-50-d_alpha-0.85,5,683,491,407,289,633,453,377,266,537,361,294,199,432,277,216,138,321,199,140,98,232,136,100,70,176,99,74,48,123,65,48,25,72,32,23,16,26,12,7,2
-non_saturating-n_epochs-50-d_alpha-1,3,724,539,451,334,701,517,428,318,627,443,350,272,533,357,286,211,443,281,230,152,351,217,161,106,276,161,113,63,213,104,70,48,133,62,48,17,66,27,14,4
-non_saturating-n_epochs-50-d_alpha-0.9,4,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,4,748,564,476,361,709,530,446,333,614,437,347,257,502,327,257,180,402,231,179,129,296,169,129,88,238,122,85,43,160,77,48,19,98,30,16,6,22,5,2,1
-non_saturating-n_epochs-50-d_alpha-0.95,5,822,649,548,397,807,635,521,383,750,544,449,330,657,448,360,255,552,363,282,194,475,285,223,138,393,214,161,99,314,150,105,54,213,98,56,25,108,31,15,6
-non_saturating-n_epochs-50-d_alpha-0.95,4,712,493,385,265,673,457,354,242,563,357,276,186,455,256,194,146,342,188,146,102,259,142,104,71,192,96,73,48,134,68,45,27,77,33,23,15,32,14,10,1
-non_saturating-n_epochs-50-d_alpha-0.85,6,907,745,623,455,890,711,603,432,811,617,507,356,716,507,407,278,617,407,318,208,520,328,243,142,413,224,161,82,304,153,89,43,198,70,36,7,83,17,8,1
-non_saturating-n_epochs-50-d_alpha-1,5,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,6,773,576,471,352,743,534,446,327,636,435,353,244,506,331,261,161,407,236,172,116,317,170,126,82,238,114,87,55,164,78,55,36,102,48,32,18,43,18,8,6
-non_saturating-n_epochs-50-d_alpha-1,6,840,666,566,420,803,636,534,388,730,530,426,288,624,411,313,219,517,304,230,139,417,210,150,90,305,142,99,55,204,89,58,26,121,45,24,15,43,13,3,2
-non_saturating-n_epochs-50-d_alpha-0.9,7,700,501,394,286,664,469,362,272,575,365,310,233,472,300,238,184,382,232,193,143,309,187,151,108,245,152,119,73,182,109,75,44,128,59,40,22,57,23,10,2
-non_saturating-n_epochs-50-d_alpha-0.85,7,735,509,412,299,704,479,389,286,578,389,304,227,457,300,239,180,361,226,183,139,284,172,144,104,215,131,102,64,160,89,59,30,110,43,28,14,41,13,9,5
-non_saturating-n_epochs-50-d_alpha-0.95,6,37,28,25,22,14,12,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,8,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,7,14,13,10,9,9,7,7,6,5,4,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,8,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,7,809,624,516,381,784,581,488,370,694,483,401,302,582,394,324,218,480,300,227,155,391,218,167,97,301,155,102,52,221,83,55,23,120,41,20,7,41,3,2,0
-non_saturating-n_epochs-50-d_alpha-0.85,8,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,9,793,612,508,383,772,589,492,369,709,505,420,310,600,430,338,227,510,319,253,171,427,237,179,120,334,176,129,72,249,120,77,36,159,58,28,12,65,11,6,3
-non_saturating-n_epochs-50-d_alpha-0.95,8,11,10,9,8,5,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,9,735,556,490,366,703,529,453,342,604,446,363,256,502,340,273,184,405,255,189,121,324,178,125,73,239,116,76,39,164,62,43,19,80,27,19,8,25,6,2,0
-non_saturating-n_epochs-50-d_alpha-1,9,730,505,396,298,683,471,377,271,574,372,293,210,437,271,211,143,347,203,151,92,262,142,96,61,184,83,60,36,125,52,30,19,63,26,16,8,27,6,3,1
-non_saturating-n_epochs-50-d_alpha-0.95,9,636,441,346,252,596,422,322,242,507,335,264,206,416,263,210,144,316,200,142,95,258,139,93,53,186,83,58,38,117,47,36,24,67,28,18,16,27,11,6,5
-non_saturating-n_epochs-50-d_alpha-0.85,10,617,461,395,278,592,437,365,261,509,359,298,209,421,279,217,161,346,214,161,119,268,156,130,87,194,119,94,62,139,76,57,38,98,46,30,19,43,16,8,4
-non_saturating-n_epochs-50-d_alpha-0.95,10,680,489,414,312,657,467,388,299,551,396,334,234,465,316,248,162,368,223,174,122,298,166,126,82,227,121,86,57,156,85,57,33,104,44,25,11,34,7,3,1
-non_saturating-n_epochs-50-d_alpha-0.85,11,662,469,384,267,637,441,362,247,553,365,279,207,461,273,223,169,351,219,171,120,274,170,123,86,222,124,89,62,162,77,62,37,107,48,31,20,47,21,13,6
-non_saturating-n_epochs-50-d_alpha-0.9,10,756,570,476,360,726,543,453,342,653,463,377,273,549,375,300,209,436,286,213,155,348,219,168,102,281,161,112,66,208,100,67,28,142,47,26,11,51,12,3,1
-non_saturating-n_epochs-50-d_alpha-1,11,670,454,361,248,617,411,325,230,508,329,249,171,388,231,173,115,290,161,123,85,206,108,84,53,137,71,53,38,88,48,35,23,56,25,17,7,24,8,4,0
-non_saturating-n_epochs-50-d_alpha-1,10,698,538,457,342,645,487,403,310,511,370,295,203,397,252,190,127,284,159,118,77,195,100,70,45,115,56,36,18,73,28,17,3,34,3,1,1,2,1,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,11,560,374,295,211,542,360,285,205,464,299,248,179,384,237,192,147,305,195,160,118,250,150,121,84,194,113,90,63,150,86,61,40,99,48,38,24,52,22,13,7
-non_saturating-n_epochs-50-d_alpha-0.95,11,805,583,480,340,779,557,453,321,674,461,363,261,549,354,271,191,439,255,196,122,345,186,129,81,260,120,86,45,168,81,49,28,105,39,24,12,37,11,5,2
-non_saturating-n_epochs-50-d_alpha-1,12,842,666,556,405,815,634,526,373,731,530,425,297,623,409,335,215,512,305,234,151,406,217,168,98,311,155,105,58,229,91,61,28,135,42,28,10,54,12,5,3
-non_saturating-n_epochs-50-d_alpha-0.95,12,801,602,492,356,775,562,469,337,684,477,383,273,594,383,288,199,481,275,215,149,366,206,156,98,278,142,109,64,200,93,71,32,136,52,31,17,65,13,9,5
-non_saturating-n_epochs-50-d_alpha-0.85,13,881,698,598,432,851,652,551,399,744,548,439,320,650,423,339,220,536,316,237,143,410,224,165,90,322,158,108,53,248,95,61,29,150,50,27,10,57,12,6,3
-non_saturating-n_epochs-50-d_alpha-0.85,12,569,411,339,253,546,381,318,232,465,308,253,187,361,227,185,137,285,168,128,90,212,127,101,66,161,91,69,48,120,68,48,24,79,35,22,12,27,10,4,1
-non_saturating-n_epochs-50-d_alpha-0.9,12,741,578,490,359,710,554,463,338,631,450,384,266,539,351,280,192,438,257,197,112,327,179,124,75,244,113,76,46,166,66,43,21,96,28,17,6,30,5,2,2
-non_saturating-n_epochs-50-d_alpha-0.95,13,22,18,16,14,8,7,7,7,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,13,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,14,818,627,531,384,789,598,493,356,708,502,405,310,611,406,319,223,527,312,243,158,421,236,174,111,327,166,113,72,243,111,76,40,161,60,39,17,61,21,10,2
-non_saturating-n_epochs-50-d_alpha-1,13,494,333,270,202,473,310,257,183,391,249,192,142,305,178,144,90,231,126,97,64,162,87,62,45,105,64,46,35,80,45,29,20,51,24,18,11,17,7,4,2
-non_saturating-n_epochs-50-d_alpha-0.85,15,733,532,444,310,713,512,419,290,634,427,338,226,529,312,241,183,405,231,184,146,308,183,154,115,234,148,119,87,181,110,85,48,138,65,39,19,59,15,5,5
-non_saturating-n_epochs-50-d_alpha-0.95,15,810,624,521,377,750,565,479,334,649,447,355,231,529,326,250,160,410,224,169,97,316,155,105,53,217,82,57,25,136,44,26,14,63,20,14,7,22,8,5,2
-non_saturating-n_epochs-50-d_alpha-0.9,14,775,605,501,365,730,554,461,339,635,436,345,244,520,314,241,161,400,222,167,106,295,166,119,64,215,98,64,39,133,60,39,18,78,28,13,4,21,2,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,15,4,4,4,4,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,14,874,723,625,464,852,689,592,436,770,583,481,338,681,482,380,237,571,347,261,153,469,247,179,100,362,161,105,58,246,101,71,28,147,53,26,9,66,11,7,0
-non_saturating-n_epochs-50-d_alpha-1,14,489,340,287,211,454,316,257,198,371,254,208,158,285,183,153,110,221,138,108,74,171,100,74,43,120,59,43,31,81,38,27,13,46,20,12,10,22,10,5,4
-non_saturating-n_epochs-50-d_alpha-0.9,16,769,600,521,395,756,586,510,388,711,538,462,348,646,488,395,287,575,404,339,225,504,340,264,178,427,264,201,123,357,198,142,82,263,133,87,47,161,59,30,14
-non_saturating-n_epochs-50-d_alpha-1,15,738,555,449,326,698,516,407,311,603,419,334,258,519,335,276,193,420,257,205,146,322,195,148,97,252,145,108,62,188,96,63,27,125,45,23,10,40,8,4,2
-non_saturating-n_epochs-50-d_alpha-1,16,783,602,525,416,755,580,499,392,670,502,430,311,574,413,328,216,481,298,231,145,389,211,150,89,279,144,86,53,195,79,48,20,102,31,19,6,29,4,1,0
-non_saturating-n_epochs-50-d_alpha-0.95,16,9,5,4,2,9,5,4,2,6,5,3,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
-non_saturating-n_epochs-50-d_alpha-0.85,16,707,544,456,338,696,521,443,324,631,464,375,275,566,386,316,211,481,312,235,165,409,241,187,133,335,189,147,112,265,144,113,62,188,93,61,32,106,39,19,8
-non_saturating-n_epochs-50-d_alpha-0.9,17,682,509,429,323,656,491,406,309,571,408,350,249,485,332,266,185,404,259,192,125,331,185,136,88,267,138,93,50,189,81,50,30,110,37,26,13,41,12,9,2
-non_saturating-n_epochs-50-d_alpha-0.95,17,737,551,465,363,710,516,445,345,599,432,360,281,495,338,287,207,407,264,210,135,320,198,143,88,261,134,87,54,164,79,54,28,99,40,24,13,44,14,7,4
-non_saturating-n_epochs-50-d_alpha-0.85,18,698,484,398,286,662,450,371,272,559,370,289,217,445,280,224,155,357,210,164,113,285,147,121,79,211,101,79,53,139,69,54,32,91,41,25,13,40,12,7,3
-non_saturating-n_epochs-50-d_alpha-0.85,17,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,22,712,518,436,332,689,501,414,321,619,430,362,279,526,359,311,225,435,298,243,175,376,239,184,124,317,179,136,79,245,118,78,41,171,66,43,15,77,12,3,0
-non_saturating-n_epochs-50-d_alpha-1,22,709,541,458,354,677,508,427,340,584,420,351,267,486,345,280,198,413,267,202,129,323,177,131,76,248,121,75,41,168,62,40,17,94,25,12,3,27,3,1,0
-non_saturating-n_epochs-50-d_alpha-1,17,671,476,388,282,647,454,364,257,549,378,298,193,456,278,201,144,351,199,147,103,271,147,110,79,190,106,77,51,137,71,51,26,79,35,24,13,33,9,3,0
-non_saturating-n_epochs-50-d_alpha-0.95,18,828,676,580,433,802,647,552,412,736,544,462,340,643,451,369,255,554,370,284,182,466,286,202,113,380,207,138,66,279,125,75,35,173,61,33,13,78,12,6,4
-non_saturating-n_epochs-50-d_alpha-0.9,18,663,476,411,304,639,458,394,294,559,389,322,240,491,327,262,193,397,259,205,147,320,201,158,109,255,153,118,66,195,107,71,49,124,63,42,21,59,22,12,4
-non_saturating-n_epochs-50-d_alpha-0.85,23,602,393,302,207,553,366,283,192,435,263,215,149,326,198,147,107,249,136,104,70,182,86,70,45,127,60,45,33,82,36,26,19,44,23,17,11,22,8,6,4
-non_saturating-n_epochs-50-d_alpha-0.95,22,736,525,424,299,692,474,374,263,561,354,265,192,428,239,189,131,321,180,128,74,228,117,80,41,164,65,46,23,103,36,22,14,45,15,12,4,13,1,1,0
-non_saturating-n_epochs-50-d_alpha-1,18,850,660,560,438,833,637,541,414,764,561,484,338,676,475,383,265,590,382,286,190,484,279,208,125,388,202,144,68,286,132,80,33,185,56,32,9,68,16,2,0
-non_saturating-n_epochs-50-d_alpha-0.9,19,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,19,824,646,541,390,794,606,495,361,687,486,394,290,575,381,311,204,456,287,221,144,363,207,155,87,278,145,95,44,194,83,55,21,121,36,19,4,35,5,2,2
-non_saturating-n_epochs-50-d_alpha-0.95,19,693,489,393,274,644,454,354,246,536,349,267,200,424,259,207,142,333,193,147,100,254,149,104,72,190,101,74,50,130,66,49,28,75,37,21,10,32,10,6,2
-non_saturating-n_epochs-50-d_alpha-0.85,20,694,464,367,278,665,442,358,268,575,368,307,208,490,306,233,169,381,232,181,135,302,170,139,103,238,140,110,73,192,105,77,50,134,66,48,25,63,23,11,5
-non_saturating-n_epochs-50-d_alpha-0.9,20,15,9,9,9,13,9,9,9,9,7,7,6,5,4,4,3,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,19,883,719,623,468,853,687,578,437,772,581,486,348,671,465,384,243,559,356,269,148,443,249,181,107,353,170,121,61,262,120,67,26,162,55,22,4,65,7,1,0
-non_saturating-n_epochs-50-d_alpha-0.9,21,48,36,29,25,27,19,16,13,10,6,6,5,5,4,4,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,20,697,528,434,322,661,498,410,302,570,400,331,241,483,321,251,177,393,235,188,124,303,177,128,75,234,122,82,44,169,72,47,28,95,35,24,10,34,13,7,2
-non_saturating-n_epochs-50-d_alpha-1,20,578,387,327,228,525,358,295,218,434,287,221,154,333,204,158,117,257,146,113,83,181,109,76,46,119,65,51,32,83,38,28,18,50,24,14,5,11,3,2,0
-non_saturating-n_epochs-50-d_alpha-0.85,21,769,591,509,391,746,572,492,378,674,497,434,309,590,428,343,236,506,348,267,177,429,257,196,130,353,194,145,80,271,127,88,42,174,72,47,19,80,22,12,4
-non_saturating-n_epochs-50-d_alpha-0.9,23,780,562,471,351,754,540,449,327,649,460,373,267,554,357,283,200,452,266,209,132,354,196,147,93,274,142,107,59,189,93,60,25,110,42,22,7,47,8,3,0
-non_saturating-n_epochs-50-d_alpha-0.85,22,801,628,522,387,761,581,488,360,665,474,376,268,566,369,284,195,453,268,200,118,364,186,132,82,272,125,87,45,188,83,52,21,113,37,22,6,45,7,1,0
-non_saturating-n_epochs-50-d_alpha-0.95,21,755,530,429,312,716,487,407,300,623,412,331,245,510,320,257,158,407,235,175,108,313,166,118,75,234,109,80,51,161,68,49,23,97,33,24,8,30,7,4,2
-non_saturating-n_epochs-50-d_alpha-1,23,785,634,540,430,756,597,505,409,696,505,439,319,611,423,341,224,524,318,245,159,421,242,175,95,316,165,106,42,235,88,45,19,135,37,19,8,50,5,3,0
-non_saturating-n_epochs-50-d_alpha-0.95,23,802,609,523,394,751,566,477,359,646,457,366,266,537,338,269,183,422,259,193,107,324,175,116,71,244,112,71,36,149,56,38,18,81,26,12,4,24,3,0,0
-non_saturating-n_epochs-50-d_alpha-1,21,10,8,7,7,8,7,7,6,5,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,24,772,565,441,306,741,526,408,284,625,411,330,215,514,315,236,160,401,226,170,115,320,159,123,85,236,121,86,51,168,80,59,33,113,44,28,14,49,10,4,1
-non_saturating-n_epochs-50-d_alpha-0.9,24,714,513,423,320,681,479,395,301,569,392,316,238,468,293,245,175,369,231,181,133,290,177,139,87,226,132,88,54,180,72,52,24,100,36,21,6,33,5,2,0
-non_saturating-n_epochs-50-d_alpha-0.85,25,823,634,526,387,811,609,512,371,744,540,440,307,644,440,352,237,542,354,273,167,457,271,192,119,351,193,130,83,281,120,85,52,177,72,46,15,82,19,8,2
-non_saturating-n_epochs-50-d_alpha-1,25,721,541,449,345,700,521,435,324,604,432,359,251,518,338,277,193,431,259,212,136,334,191,142,93,258,135,96,58,197,97,62,30,125,45,28,13,45,13,11,2
-non_saturating-n_epochs-50-d_alpha-1,24,539,382,313,236,509,365,290,220,442,298,242,176,357,221,188,136,294,180,139,97,219,132,99,69,166,92,64,43,119,50,42,25,64,32,18,6,23,5,1,1
-non_saturating-n_epochs-50-d_alpha-0.95,24,59,45,39,32,12,8,6,5,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,25,755,573,482,340,731,544,457,323,646,460,358,249,539,345,266,191,440,251,195,130,329,184,136,82,238,128,88,52,169,84,54,32,96,49,27,11,49,13,6,2
-non_saturating-n_epochs-50-d_alpha-0.9,26,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,26,38,29,26,20,12,9,9,9,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,27,14,11,7,7,11,8,7,7,7,5,4,4,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,25,10,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,26,808,635,518,363,783,594,485,339,678,482,376,266,574,361,277,189,470,262,200,136,368,199,138,82,274,136,92,52,198,87,54,25,117,43,20,8,40,7,6,5
-non_saturating-n_epochs-50-d_alpha-1,26,727,524,439,323,701,502,415,308,625,436,349,261,524,347,286,213,430,274,225,154,358,214,172,102,283,166,111,67,218,98,70,40,147,55,39,22,71,22,10,3
-non_saturating-n_epochs-50-d_alpha-1,27,726,521,443,333,652,465,384,270,500,340,261,188,372,219,174,110,263,151,110,68,191,98,70,40,125,52,35,21,71,28,17,8,30,10,8,2,6,1,1,0
-non_saturating-n_epochs-50-d_alpha-0.95,27,692,494,397,285,644,456,364,265,543,351,283,213,428,260,218,143,327,199,152,101,248,144,109,77,192,105,83,48,136,66,47,30,80,38,27,11,31,10,8,6
-non_saturating-n_epochs-50-d_alpha-0.95,28,700,499,411,308,673,477,390,297,597,415,340,248,504,328,267,199,413,272,212,150,349,205,162,107,279,153,117,70,205,110,73,46,128,58,46,28,69,22,16,7
-non_saturating-n_epochs-50-d_alpha-1,28,748,537,451,347,713,518,422,332,637,432,358,265,525,341,280,187,428,265,206,135,345,199,147,85,272,147,93,57,190,84,59,31,113,48,29,15,48,10,4,0
-non_saturating-n_epochs-50-d_alpha-0.85,29,778,575,462,349,742,538,430,317,634,430,348,235,515,324,251,176,405,235,183,129,304,172,130,87,231,124,94,51,168,77,53,26,103,33,20,6,32,6,3,1
-non_saturating-n_epochs-50-d_alpha-0.9,27,728,553,459,325,678,490,394,279,554,355,286,186,428,250,193,128,312,172,128,81,229,117,83,46,156,70,46,26,100,33,26,16,57,20,12,8,21,6,2,1
-non_saturating-n_epochs-50-d_alpha-0.9,29,53,43,39,34,33,28,26,22,19,15,14,11,9,8,6,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,28,4,3,3,3,3,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,28,797,604,504,363,779,565,472,341,690,476,388,277,576,377,298,211,484,281,226,146,392,207,148,90,294,143,101,61,212,92,65,37,129,49,29,13,47,11,5,1
-non_saturating-n_epochs-50-d_alpha-0.95,29,761,578,496,392,739,555,480,371,665,485,423,288,579,418,335,215,479,321,239,158,410,235,172,102,326,158,111,61,229,93,63,32,132,50,27,16,55,17,8,5
-non_saturating-n_epochs-50-d_alpha-1,29,669,480,409,310,639,467,396,300,566,405,348,247,490,343,282,197,413,280,220,142,347,210,161,106,276,156,111,78,204,108,75,53,134,67,48,27,61,22,7,3
-non_saturating-n_epochs-50-d_alpha-0.85,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,30,847,683,587,440,817,648,550,402,728,543,445,317,625,426,327,235,526,312,246,152,416,229,167,93,312,152,107,55,213,90,57,29,126,50,29,13,54,14,8,1
-non_saturating-n_epochs-50-d_alpha-0.95,30,612,407,330,234,565,365,296,209,462,283,233,158,339,205,154,111,258,138,115,81,191,97,74,57,132,67,57,38,82,47,34,19,50,25,16,7,16,6,4,2
-non_saturating-n_epochs-50-d_alpha-0.9,30,763,582,476,352,730,543,444,337,632,433,360,260,527,328,271,174,426,255,182,118,325,174,119,72,237,115,75,43,162,60,38,19,79,24,17,4,27,4,2,0
-non_saturating-n_epochs-50-d_alpha-0.85,31,44,36,33,28,24,20,19,18,11,8,7,5,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,31,5,4,3,2,5,4,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,31,4,4,4,4,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,31,791,596,511,385,755,572,483,362,657,489,396,290,566,384,311,209,485,293,229,149,408,218,154,99,300,149,103,56,206,92,64,23,129,42,25,6,39,7,1,0
-non_saturating-n_epochs-50-d_alpha-0.85,32,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,32,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,33,752,556,451,315,718,518,410,294,622,407,318,225,511,300,235,152,378,222,168,97,286,143,100,64,218,94,63,38,151,54,39,21,76,26,17,8,27,9,3,1
-non_saturating-n_epochs-50-d_alpha-0.85,34,111,81,66,60,27,19,16,13,4,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
