Setting,Seed,FID Score,0.0-1,0.0-3,0.0-5,0.0-10,0.1-1,0.1-3,0.1-5,0.1-10,0.2-1,0.2-3,0.2-5,0.2-10,0.3-1,0.3-3,0.3-5,0.3-10,0.4-1,0.4-3,0.4-5,0.4-10,0.5-1,0.5-3,0.5-5,0.5-10,0.6-1,0.6-3,0.6-5,0.6-10,0.7-1,0.7-3,0.7-5,0.7-10,0.8-1,0.8-3,0.8-5,0.8-10,0.9-1,0.9-3,0.9-5,0.9-10,Epochs,FIDs
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.8-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,10,151.50951052510368,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[505.218292265371, 356.8318281923598, 217.2190019070008, 191.8057807881628, 178.23741951730722, 150.74407030919178, 147.7829753678334, 149.01320303848752, 142.0147296465134, 145.58477708983355, 141.7719964450232, 145.84543923370802, 153.97440671175696, 145.05287142973998, 143.131698874319, 148.0617854531954, 149.83557522659657, 155.6394844990857, 152.3129092887766, 151.50951052510368]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.8-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,10,159.8773237831308,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[525.8090218135458, 255.53206335626237, 277.02115305750476, 184.84257545996252, 151.03549291077798, 162.28886307088897, 155.76439813807156, 144.57055335506902, 143.76359476742482, 148.2699246272789, 153.76871160430915, 150.1127364375393, 156.75677495865511, 160.38363571144282, 155.42853722721975, 162.88052713482693, 151.43902873310526, 153.59593633060695, 157.69561260749902, 159.8773237831308]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.8-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,10,160.06027610707702,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[520.0596745444197, 392.55145817386096, 256.4559486986707, 204.47727954752554, 194.0648028672167, 168.53037020889792, 150.34505359789637, 162.3631169245068, 154.0050722560959, 143.2790745173579, 153.6552338926815, 155.30058544775443, 149.62294519064767, 156.4839577849625, 152.89089828788838, 156.85657812837076, 160.00832244219282, 153.02308558664413, 162.62378112593342, 160.06027610707702]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.9-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,10,159.51165656332319,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[644.1727226413441, 254.12627584082657, 264.7943472333477, 174.32125563852605, 171.45486524090916, 170.2942914528528, 143.91109165335706, 158.94566904163366, 146.19444336912375, 146.7502831950569, 151.99573734118349, 149.85092638594324, 145.45228772450446, 151.71059347638493, 155.66624121062637, 159.30361290278393, 156.51942669463415, 160.86067391603797, 153.21915948594938, 159.51165656332319]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.9-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,10,156.7221658964727,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[629.6773222140887, 303.84930661562703, 255.3869394980518, 160.2093151550439, 152.2866295637241, 149.90153860564646, 170.74076688218474, 150.805019010671, 152.26408342300897, 152.42872359471176, 153.4739430017014, 157.0214778605632, 157.09760353619367, 148.43490461341003, 151.18832249871843, 157.68565876658886, 152.85068745666717, 156.55368214752048, 155.74259094150534, 156.7221658964727]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.9-d_alpha-1-beta1-0.5-g_width-64-d_width-64,10,153.0634307259195,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[597.928184798026, 282.67781444243565, 192.19953988760426, 156.9849643090472, 157.12655036882074, 138.98737070048674, 143.18043424562666, 142.82838694232896, 145.2374112870125, 139.94688290221166, 145.3548346188095, 147.12797691265223, 148.47185069837042, 151.38040947638888, 152.89195309070442, 156.7730460214575, 146.70426150953267, 147.48412725248977, 150.41232156929345, 153.0634307259195]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.9-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,10,160.99344295718674,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[437.2232606994521, 414.49910033789547, 196.64314620478171, 183.84068509444114, 162.45839493390554, 138.6964315627538, 145.6675210517451, 144.67065495865404, 145.350995769139, 148.78853340078354, 147.6103521272571, 164.23802670168925, 151.77222248652106, 153.85756904277605, 151.51718180978196, 157.2237021686908, 159.18300129843783, 159.46202355141145, 157.65926658004128, 160.99344295718674]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,10,164.6889196832367,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[537.0820963967358, 290.701620290429, 201.57077798337787, 171.35205243756923, 166.49275331814442, 148.40968429724785, 152.62240231338706, 153.89297422790196, 144.31039306543084, 150.61944581162766, 152.17884135452277, 154.0082914098689, 157.92554353561536, 155.61652572203548, 158.1534250900504, 162.13033802600444, 156.73219299188622, 154.12759961883876, 159.66157197273833, 164.6889196832367]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-1-beta1-0.5-g_width-64-d_width-64,10,164.41968671053473,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[468.5123936556022, 322.96775714036994, 187.20488325856445, 168.02600253730907, 161.370818933985, 151.1077842419952, 148.31223267160135, 151.18535264854563, 150.45035502658698, 150.78619100039714, 149.82941836020655, 155.38992004353395, 150.33369454173408, 152.58692631272925, 158.47765296589614, 168.02575853934263, 163.48851649345806, 166.08456092793222, 163.30969139187437, 164.41968671053473]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,10,161.9851046227045,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[625.2668984323191, 319.39327140799696, 219.3177516716387, 178.26476997898044, 159.15665315619685, 139.83709654207019, 158.7609764031431, 150.28735514033633, 156.01823575696903, 153.7817206108498, 157.47812978214415, 160.0846825873325, 161.1790805601936, 159.83134113899428, 161.82785096580528, 164.14842376918477, 154.77550775315308, 156.35516333255077, 164.3949336956873, 161.9851046227045]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.1-d_alpha-1-beta1-0.5-g_width-64-d_width-64,10,159.97967935591237,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[516.0767113809686, 259.0880318276818, 197.82958326586004, 151.56659697854093, 138.9280954583603, 140.53941417065835, 153.0291483352446, 147.86260228516403, 152.54500033909972, 162.31728512443397, 152.56395200342126, 151.82164053093675, 151.0329023510967, 159.07565166850873, 157.8761396989239, 160.03389017473046, 155.64462790186462, 152.27840038726936, 157.5385157434671, 159.97967935591237]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.1-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,10,156.0676553083356,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[597.1834138570784, 285.5651840885389, 201.87050242437704, 193.7227363836853, 143.8719818614668, 145.15052387572564, 145.4087524079714, 144.9218866651836, 146.77986878161505, 147.60034682681135, 147.11120394491763, 149.0663512505066, 149.09320096188185, 152.65117062154468, 150.46726820365643, 154.1974827410329, 156.40245363669055, 153.67015113685147, 150.53319741073437, 156.0676553083356]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.1-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,10,153.95598786512846,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[443.55047774966283, 346.0529376622944, 194.02307264873593, 180.65943597661453, 161.82776857346994, 143.46756532105837, 154.6018886981019, 146.9835574631045, 148.57748488365792, 149.0972276911425, 150.6845544691446, 148.62222310259313, 146.6852718271391, 148.6026555546889, 156.00085270590307, 149.90738299855366, 156.57678774495525, 156.4249222065414, 155.3749338615571, 153.95598786512846]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,10,156.0035420308784,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[610.4899500615998, 293.4769611469219, 168.0810731099698, 189.92740620169707, 155.91274712410677, 141.72440583684738, 154.2646562089717, 143.6981434870222, 147.32496581793566, 150.4322378628326, 153.625534683066, 152.7650754299907, 154.05590852267915, 154.79880254353498, 147.50304442360198, 155.67625868600066, 154.7120550362281, 154.83506377479443, 152.05923123526054, 156.0035420308784]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,10,161.84042142572616,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[674.0734912051603, 366.13986065144945, 194.97743548682956, 190.484986954031, 168.58567588471487, 156.0420746141226, 150.38887785067527, 153.25511896834178, 149.593503981092, 154.80564401018182, 146.79156397762608, 162.7074493516982, 160.1480744698781, 157.97992623114237, 158.21785226577458, 161.52822692241716, 158.62823108671114, 158.14217334331738, 169.17646454811484, 161.84042142572616]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.1-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,10,153.23356700093973,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[443.677973974256, 346.0215110175684, 194.1179347238267, 165.30141175727567, 155.96066887733696, 144.92273565789947, 139.38980763521067, 146.47445529243305, 137.66139640256642, 143.5383639660006, 142.83659477602941, 145.52772746013807, 146.0579700860378, 149.9923990458949, 146.38438863880174, 152.618941720885, 146.01372222391, 148.05062136954598, 149.00009521710217, 153.23356700093973]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.1-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,10,153.34737956456956,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[662.9570528263969, 280.9010259472334, 227.22210902709753, 170.21471556424785, 133.90617901839778, 153.1292589786765, 150.03984136608688, 152.44351624488172, 145.6074680706629, 146.65816027063875, 144.01032123205505, 149.28617548785542, 150.6067637676224, 155.30249758735135, 150.30144932290136, 159.93049018162037, 156.0486217767741, 155.956667572299, 153.72199058102933, 153.34737956456956]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.5-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,10,150.38541765785476,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[473.73101959061637, 387.49926825049283, 226.16284871999142, 194.66786599420493, 158.3614456348232, 154.86011146453393, 146.65258388327038, 150.76836346517553, 138.43726840949557, 150.5044633370062, 144.86003683998547, 145.74305990165794, 151.56553091088858, 150.638781895462, 146.16115861694425, 153.69376366592655, 151.60505198502142, 151.50141783360687, 156.6908995960125, 150.38541765785476]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.5-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,10,157.9152141377258,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[466.38953351530563, 340.62069010731784, 228.36450798515307, 164.2165236138303, 130.34766431375783, 151.2516027645613, 150.30493692524715, 152.75858296342108, 142.0226801429651, 150.59758847271792, 143.3547323219807, 155.63469858396752, 148.34489488084932, 156.06542041078683, 156.7045997355931, 157.76957344587663, 158.35535422773, 151.935147392207, 156.58473545573588, 157.9152141377258]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.5-d_alpha-1-beta1-0.5-g_width-64-d_width-64,10,169.40934404421478,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[503.73780135844936, 287.75775172550175, 218.0509282973153, 172.0655510806523, 146.1646274511652, 161.4951314444104, 155.98048630654876, 147.08792245291352, 150.92835323876284, 159.82890384371603, 150.39058751840548, 160.37276062642377, 162.83442169811383, 160.38522478561185, 157.87351135455287, 167.7054110163001, 160.11845984658157, 158.13583238518413, 164.02593466072767, 169.40934404421478]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.5-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,10,157.5349180992016,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[496.2907520699341, 283.3723018400624, 223.29594028107158, 159.50765420469838, 151.90972740732286, 167.51730758688313, 156.08184479978036, 159.66749178683426, 145.0972860429904, 145.32737064646335, 148.4070753886465, 156.8460058965302, 151.75247122674818, 151.74278376894267, 148.67208377794304, 153.38600240900882, 155.53661619337709, 157.07910933327207, 150.84477175618576, 157.5349180992016]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.5-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,10,156.13822914855382,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[533.7798522224798, 304.2650806907734, 216.74727020650107, 189.79316709258615, 147.70179688667167, 156.0707348309968, 140.03278860308114, 155.88072133825153, 142.39857993001556, 152.56118753896976, 140.4432737530028, 146.30700198728596, 145.5909888523197, 152.88071467447753, 151.12242157534138, 152.09734478623136, 147.7655600656501, 150.81466052110727, 152.62678121038084, 156.13822914855382]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.8-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,10,152.85758193989682,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[444.2426621244849, 322.4593511133935, 239.7036062917498, 175.4499450182352, 158.9638754888715, 141.70108613504567, 149.46422974727398, 133.6199009699194, 133.5099113495594, 141.580703978796, 131.44951789245442, 148.6149067118331, 142.84401999442753, 146.5174828666693, 155.10397061928325, 150.81156225716154, 147.69691269289478, 149.2930907778118, 150.9765575602505, 152.85758193989682]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.8-d_alpha-1-beta1-0.5-g_width-64-d_width-64,10,164.80555786883951,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[616.6698086806973, 322.01580839186204, 231.8836474197933, 171.83553304090015, 172.5486689574882, 142.44668254475891, 146.02961263541238, 177.492886734909, 147.35222247365937, 151.75552549943268, 154.9379734318395, 163.75779696007112, 151.50536895481582, 151.53791689483978, 162.99760182352657, 166.91466792144956, 161.6571817125482, 152.63364239801285, 161.50966829854292, 164.80555786883951]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.8-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,10,162.28345569753606,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[657.490207942165, 423.98848385983456, 233.97969322438394, 199.8744211261435, 171.16366416735036, 163.86032510440646, 166.8481569800026, 150.8376766530896, 151.09302302211108, 158.3419996253258, 165.53201691556615, 156.7768842564044, 150.3257286717219, 153.44818651334117, 161.09084869940398, 156.61405465930716, 159.99542288567773, 155.6018794192005, 157.08852680479276, 162.28345569753606]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.8-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,10,157.38074168694038,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[613.3174357497155, 407.4074180385826, 253.35983866572178, 178.9452117350777, 148.48287815507433, 152.9775944939156, 154.92201949144123, 150.5248496797999, 139.29626067069717, 144.61391092586382, 142.84337655480203, 151.349430994655, 145.5070577417655, 147.37477036006158, 148.63000924100788, 156.318575793347, 147.89427971242912, 156.43122970058153, 155.37835609315198, 157.38074168694038]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.9-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,10,157.64755385905164,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[490.30270018485726, 366.8800529487071, 266.86587308539265, 208.31365477390364, 171.88647479241854, 155.76955816917598, 158.95309300983172, 142.21963966611816, 150.80808551159612, 157.07781610661073, 154.55419436003922, 146.22230465807888, 143.62739531086027, 152.7245637584656, 151.06619284793305, 154.23346054267608, 152.5003277653509, 149.47297666882787, 152.80206234414118, 157.64755385905164]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.9-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,10,158.39298988013888,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[501.57834724071563, 324.088489191751, 220.58056013599025, 164.23136554410598, 152.95764055783388, 151.83902170989882, 148.960319363287, 151.49678821676298, 144.01155608227918, 152.9788804204161, 149.6696492110641, 151.4529199579331, 155.74046418683156, 157.29281336228996, 150.900776852533, 156.7839891311985, 155.1345153022587, 153.96951599611248, 155.5329197399683, 158.39298988013888]"
