Setting,Seed,FID Score,0.0-1,0.0-3,0.0-5,0.0-10,0.1-1,0.1-3,0.1-5,0.1-10,0.2-1,0.2-3,0.2-5,0.2-10,0.3-1,0.3-3,0.3-5,0.3-10,0.4-1,0.4-3,0.4-5,0.4-10,0.5-1,0.5-3,0.5-5,0.5-10,0.6-1,0.6-3,0.6-5,0.6-10,0.7-1,0.7-3,0.7-5,0.7-10,0.8-1,0.8-3,0.8-5,0.8-10,0.9-1,0.9-3,0.9-5,0.9-10,Epochs,FIDs
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-1.1-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,5,144.99818215713117,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[548.469544214005, 335.4285321045468, 208.20261277207373, 225.37938092197192, 147.70251275528562, 150.17381722694245, 145.19221534951612, 130.80723840923906, 146.69038131758884, 145.60276189577144, 134.8626436191371, 142.33695312244436, 149.56796394080652, 137.5303863248896, 141.51868652552457, 152.10404700877643, 140.01939267110401, 139.90634707644676, 153.35066013492883, 144.99818215713117]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-1.1-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,5,159.12124697429,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[462.3980713303358, 273.7068866791551, 159.556867952027, 152.37596696785886, 184.33923468048397, 143.95637858308123, 137.88001557404482, 139.89136927428126, 155.72665734471025, 152.9462884443501, 157.545704779699, 153.22711861077119, 152.22367168125857, 153.0014403432108, 162.4460259844186, 155.17989862973445, 152.15539038947736, 155.33013631022345, 160.1549320088077, 159.12124697429]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-1.1-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,5,152.86892448844742,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[629.0676938003312, 336.65793277638113, 189.74757330065972, 169.29333208661114, 134.5048441364229, 139.4942262143386, 143.15782178952713, 142.51540043547357, 147.8558048583552, 149.24151712719822, 143.9476142181311, 153.00815776242416, 147.1180897333254, 151.84803386395174, 151.08857954565292, 158.7550644383664, 154.69991765333384, 163.20284475563062, 157.38835744000562, 152.86892448844742]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1.5-d_alpha-1-beta1-0.5-g_width-64-d_width-64,6,166.3481590874935,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[640.5331315239887, 396.8630768670787, 254.95774422144677, 240.37480250002136, 194.7772065863519, 192.7177625834206, 171.37275872040163, 166.98705416229245, 164.83838403907475, 163.66979501387664, 166.27263969542082, 162.70425137863617, 164.19882000822054, 169.90927494548487, 164.28610340086334, 170.44502115786327, 169.31049022969137, 168.71511172684154, 167.22145381174641, 166.3481590874935]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.8-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,6,160.63884137926357,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[544.8296713882764, 411.28409370546956, 213.65060252839294, 216.88308649706596, 168.54842276296517, 162.17172755433216, 162.6839086442801, 152.55263182550766, 156.01277916081517, 150.39008214601563, 156.22175562824123, 140.48120774948075, 152.85437252298243, 146.0045551564092, 153.4111697085973, 152.2241992289173, 157.01514758188887, 152.8962649730497, 147.30016642663668, 160.63884137926357]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1.1-d_alpha-1-beta1-0.5-g_width-64-d_width-64,7,179.51655295925616,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[762.8286684771476, 371.021613935151, 301.24079003524776, 302.08091017786865, 193.23264570242782, 172.06390621322362, 166.64343180525202, 162.643932960832, 166.9126160574715, 173.26207765189156, 171.82886010577295, 166.83727264199524, 169.58245407024765, 182.90156766473228, 182.44989812676, 171.58921802289547, 169.84074277595437, 177.39774443041847, 180.79320034177226, 179.51655295925616]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-1.1-d_alpha-1-beta1-0.5-g_width-64-d_width-64,5,162.25021618673736,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[466.639462173202, 224.9840228183125, 149.34434434778473, 146.0377732256054, 149.25954137986355, 149.4632786406894, 150.96255633645114, 141.58411238297185, 151.90247412268536, 145.83933622321183, 153.38485795452857, 157.3274813139128, 155.59707820110816, 156.7894021014863, 156.3682539099209, 154.33662738276917, 158.18904577621333, 154.0566541308542, 156.56225421336558, 162.25021618673736]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.8-d_alpha-1-beta1-0.5-g_width-64-d_width-64,7,153.09667951307893,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[491.0668846315416, 324.02254302217966, 231.70005795030784, 183.39098578859375, 177.5008510064597, 146.84112627856143, 152.37046774249825, 146.99016621823694, 147.51446531438046, 159.33761963938923, 143.8604765421601, 141.7802702686447, 141.3083057469678, 147.0718312480526, 145.33413571391998, 155.3290514535438, 153.86435777330507, 162.58712557135664, 162.38084213938214, 153.09667951307893]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.8-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,7,157.27757647989438,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[414.63071386190927, 309.02415673218366, 251.6643834139138, 180.14516383441946, 184.73304115563815, 145.1949742727984, 160.6786774906309, 146.72467916374148, 148.4725039701466, 152.7056313143246, 153.11415173412115, 155.23026387582695, 154.7299217447321, 158.49764910282215, 152.53371996238002, 150.86732868003264, 152.11054361218135, 151.22001403389663, 157.68103423340608, 157.27757647989438]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.9-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,7,156.90249387725908,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[361.227768572905, 320.2333540226, 226.81721465794772, 174.2994778880991, 173.12095522747518, 152.4753210982194, 158.9185396245582, 148.27072532978582, 154.9799214086911, 150.97817242477913, 160.0350797486244, 150.99835627228958, 150.13891717246497, 157.2144282093018, 155.40749184770357, 154.58446250059205, 155.29178980664938, 159.69078766820166, 159.24945895027236, 156.90249387725908]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-0.9-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,6,168.68522795912918,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[528.1702941039364, 475.74921213046764, 298.0264990654134, 199.86344579378965, 231.0164323122815, 187.98397428246972, 165.11696861930545, 172.41379095007642, 172.30043196210477, 164.06733072567795, 162.99146240919458, 156.1943819061387, 166.77316840108983, 171.9209700485187, 165.5257656739759, 170.84522702907634, 169.85029799996164, 166.96336661712598, 168.86559745262502, 168.68522795912918]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.9-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,7,160.11192489026462,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[652.2481737920466, 348.2682290901662, 215.88527307197205, 174.69472830083782, 174.1223921774249, 150.60197922653333, 146.68174062766343, 143.0970733311765, 141.93189696199693, 160.86945865164716, 153.91710945353634, 154.21179158637233, 151.91714911284953, 160.28745264099916, 165.52925056631375, 156.37522555220608, 157.08488983901066, 160.88523942034908, 163.87177166498373, 160.11192489026462]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1.5-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,6,174.81361186623712,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[577.4019835060594, 414.09633150952914, 286.5467937687854, 237.51290718292057, 212.45169033153252, 184.12428610558982, 176.28664508601832, 164.9135354630207, 166.69681235645317, 165.25903028832568, 164.36742263331234, 170.14204179974422, 169.38123977983287, 166.7717601911438, 165.37319580271742, 171.512037136632, 170.50629516771414, 162.96470337601477, 169.27638649190112, 174.81361186623712]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-1.5-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,8,156.07882695365174,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[416.34616200534424, 265.1541754332702, 239.49092452666673, 174.37099422647975, 195.54923031213525, 167.56154627363708, 154.37152393877705, 159.25647101407685, 150.82040289163842, 150.60745709930416, 150.02501980352622, 145.24489846530082, 162.3918021904767, 154.746194556119, 144.70419057543904, 153.17723111863143, 164.6102426944094, 147.359824478684, 152.963261762794, 156.07882695365174]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1.1-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,7,167.0489526200281,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[601.1457546563418, 303.54712593880436, 278.58510171015087, 217.05169898698068, 206.39485201230946, 159.60090777576443, 170.57723719584033, 160.51366449348507, 157.65488955317892, 161.00348095139498, 169.50243942513816, 164.01419293517938, 162.6476194421864, 173.07313398374572, 165.69005335826114, 164.622369332257, 164.05925202159756, 167.2478211404541, 171.0172481859836, 167.0489526200281]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-0.8-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,9,159.3256393487593,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[628.1488961133896, 282.9465661747872, 195.59538600388578, 182.72339317748697, 154.956638101532, 176.49492791747548, 151.21122987544481, 160.6611087119436, 151.65615364891983, 140.86372903479287, 151.63846920903347, 150.1797057420381, 151.70560077700134, 152.431743533072, 154.89938165447757, 150.50287721418363, 161.53833039263282, 161.64943556243747, 150.56583914513385, 159.3256393487593]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-0.8-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,10,163.8782294862408,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[571.9280133762413, 541.3732554466769, 376.9573654085343, 243.32814287023484, 217.92375572537298, 205.3644185901628, 191.37568493915865, 187.68607788800045, 161.07034545041824, 156.7618416712894, 153.46935864334773, 164.3733448498731, 162.44323139789753, 162.46359617938197, 153.2403053599844, 167.3286301563885, 160.5834218556804, 160.74070843266782, 159.78411267465935, 163.8782294862408]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.9-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,10,162.72043062715306,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[523.5931913752406, 247.9543067060158, 196.6070751231589, 160.15071447725995, 163.8749426230047, 149.99291083053117, 147.33502164718243, 147.25171885824602, 137.35176072134664, 149.78520959439084, 148.6898418334274, 153.45479154090822, 152.29998514001386, 158.80882782447088, 157.96902097269435, 159.69661550621254, 163.04236217132052, 161.5054987317858, 164.26300405499342, 162.72043062715306]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-1-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,10,162.64834907850104,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[590.8996478583094, 326.37874227644943, 210.37050619314482, 204.3022340071334, 169.76684316352976, 155.80713633347887, 142.84319878480278, 145.6431664309721, 139.86167135928667, 134.15665865150754, 145.53452564000895, 140.56824386101425, 144.94872122584252, 159.09933889286913, 140.15352016262682, 149.85432974390415, 147.43923457218307, 158.65996810645993, 146.42037690929283, 162.64834907850104]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,5,170.3683709403781,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[562.9674347843329, 411.4743095324743, 239.56075504554178, 221.3073563246562, 200.66990598822827, 174.46354183763856, 169.1108344264594, 164.1607472118519, 169.21041190930464, 164.2709736212255, 163.09662658248567, 169.089115819354, 167.57709665221319, 171.22544793527436, 169.96307857184956, 173.80097445551132, 165.77974550685508, 161.48195869746633, 162.70845345878206, 170.3683709403781]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-0.9-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,5,154.6780047940656,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[474.380514800961, 229.24354233281701, 223.83333173559413, 219.16585032982312, 169.2091369897421, 174.8366605385952, 135.0273164677401, 149.16457398845523, 159.0532640662766, 145.74762788466728, 133.43051722535824, 157.5985377631855, 146.91381261691959, 149.66310081563893, 143.60584920038946, 151.7274025648901, 149.10273604098325, 149.69687545256716, 145.72779758141542, 154.6780047940656]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-0.9-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,5,161.27028729872018,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[686.6220044266429, 264.76965217813995, 216.20652373532948, 151.59885082172013, 156.0288973351735, 173.91007680893472, 144.21969233854315, 147.6258344514158, 154.48696443727135, 143.74264154362345, 156.23573894022206, 150.05928307010663, 147.46692701047868, 157.5071858721492, 146.88104604759747, 153.60458382530624, 157.06846016008694, 156.17977236629486, 155.31871711672193, 161.27028729872018]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-0.8-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,10,231.4248570726645,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[806.6909266671933, 448.3270346675565, 469.62875309573565, 303.5729073807727, 265.6501372880198, 226.72562293609008, 229.75540842735427, 224.83350681490583, 231.0725117744089, 230.73369631324522, 226.51841779479992, 228.1673383361831, 228.49712865235188, 226.20427402710743, 233.34169926619415, 233.31614670055683, 226.64333144775674, 226.05947596995247, 230.28194171029395, 231.4248570726645]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.1-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,7,161.1753480225134,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[521.9102658328393, 283.3763754171873, 178.9843220781736, 175.89362601988887, 181.6343294734511, 143.90476254298142, 152.1514557306732, 145.10731331471584, 145.8764972527631, 145.2882705391553, 152.29523695717762, 146.51333277818003, 150.2659903368817, 163.0333018126248, 153.89426891113317, 156.38778717376795, 156.70992814870215, 157.12872077280917, 157.42935449540164, 161.1753480225134]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-1.1-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,7,154.230148440545,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[505.5681838568098, 236.62322374022028, 190.136137355335, 173.2368590779879, 157.9462295916319, 136.0705923072196, 145.76850416151933, 140.11754592212947, 144.63558601916543, 144.1118890515022, 150.6598626419102, 149.5039933432554, 149.27429825163654, 147.57905053078912, 152.91265056198108, 147.21973533717983, 155.71849719398097, 156.42347043074346, 155.9392701898214, 154.230148440545]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-0.9-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,5,161.09680091315545,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[444.6554388517102, 280.02537297875597, 216.4708158584799, 185.5322995119202, 146.55038914671468, 169.23842791017114, 175.80550520641373, 149.6358070456265, 165.7660795999982, 153.23463750576957, 139.58470417752528, 160.42141375474876, 151.6320005886671, 160.220536535287, 159.66697855663415, 155.69755661564068, 155.1743862524786, 165.5004827121727, 166.10250402034399, 161.09680091315545]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-0.9-d_alpha-1-beta1-0.5-g_width-64-d_width-64,5,160.49867684351557,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[630.1820186953171, 227.63400753736323, 199.4858362470295, 160.13988729334665, 140.66048766923495, 139.9750534069958, 140.3817167023558, 145.9480968325795, 150.67413602622173, 139.676095428571, 151.48169693225918, 153.31549982495994, 155.6709331478512, 154.99041683255246, 148.7530251567016, 154.4857098443108, 152.58774555861783, 159.31548126352754, 159.66854382099064, 160.49867684351557]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-1.1-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,7,156.27662916959298,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[528.9064513964058, 273.4782654204796, 208.4920079194294, 190.75804344034646, 153.40365191253613, 140.85454923998213, 162.85054313144883, 134.9947582663824, 146.04204191916324, 155.8840195674852, 146.48943163268677, 142.58831648543605, 148.91978610357774, 155.33369941299088, 150.34910888870172, 147.36838410642304, 155.20526604018437, 156.51725523214168, 160.66056652483758, 156.27662916959298]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-1.5-d_alpha-1-beta1-0.5-g_width-64-d_width-64,7,160.0813149992514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[605.0406789316312, 287.0355806696732, 229.33101531949114, 166.69589427702522, 173.81342768821878, 165.4729310653329, 148.99406328120176, 146.30281911458837, 151.8747638838945, 158.1761788902702, 148.30761130295082, 153.08362845178226, 153.58523193955602, 156.86580991244864, 151.90386884757527, 152.40021840461714, 161.55990088886597, 157.43261434388796, 156.56523524312206, 160.0813149992514]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-1.5-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,7,146.7692451652556,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[492.9988597056274, 273.25422825680016, 199.81970150268103, 173.60008273793937, 146.3045210890707, 153.92874874734548, 149.91198506919386, 137.3424721108081, 144.39660330184597, 147.20390042640224, 145.30720631444524, 146.1712194120339, 145.94101607605808, 155.02320934897853, 145.61595530269778, 144.84761589486357, 153.6291090892339, 142.64293218441958, 150.3734305122589, 146.7692451652556]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-0.9-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,7,166.675275264442,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[644.4585957072366, 444.92601235330585, 435.92712815137975, 250.41780073241443, 199.02038648329744, 179.299867681887, 186.38645725102538, 158.30635980629495, 166.07336831119756, 165.74575392459474, 157.76677684328206, 161.84766986308637, 161.27217823015826, 157.2241489084322, 160.5000770636218, 163.22066475851102, 159.186558762166, 165.9604907669941, 166.19820202447363, 166.675275264442]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-1.5-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,7,154.19566012427708,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[562.2810770780065, 248.10410013700812, 189.23829366079167, 216.92302782945603, 155.4953994997718, 164.593315243613, 157.02736159327287, 163.50915668820653, 147.20201009459333, 151.62528422119453, 150.54837207333003, 140.01923503760645, 135.51439480825888, 145.6394974364273, 150.56488355633587, 154.71400349800956, 149.55636779746465, 156.52860762363184, 157.2084905830916, 154.19566012427708]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-1.5-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,7,159.60031891829908,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[546.487499935969, 246.64830908655995, 196.02309749106576, 164.33283553788624, 139.41388600568052, 139.16216215045733, 140.69664953345728, 145.7819903881648, 139.70020899219844, 144.27174469260103, 142.28527539613333, 152.5206048487621, 146.17406999208788, 140.98459897055, 146.45586572976367, 150.39994578312758, 159.0231656343003, 152.85975282886943, 155.6368697836283, 159.60031891829908]"
