Setting,Seed,0.0-1,0.0-3,0.0-5,0.0-10,0.1-1,0.1-3,0.1-5,0.1-10,0.2-1,0.2-3,0.2-5,0.2-10,0.3-1,0.3-3,0.3-5,0.3-10,0.4-1,0.4-3,0.4-5,0.4-10,0.5-1,0.5-3,0.5-5,0.5-10,0.6-1,0.6-3,0.6-5,0.6-10,0.7-1,0.7-3,0.7-5,0.7-10,0.8-1,0.8-3,0.8-5,0.8-10,0.9-1,0.9-3,0.9-5,0.9-10
-non_saturating-n_epochs-50-d_alpha-1.5,38,743,558,466,330,706,519,436,307,606,413,335,251,505,319,261,171,401,237,182,107,312,162,121,72,219,115,71,36,155,71,39,22,105,31,20,8,33,8,3,1
-non_saturating-n_epochs-50-d_alpha-3,38,651,460,370,275,618,427,350,252,521,352,273,211,426,277,219,159,338,213,161,110,274,151,114,67,215,98,70,44,152,67,48,31,94,37,30,12,43,9,4,0
-non_saturating-n_epochs-50-d_alpha-2,38,730,537,444,318,695,511,423,301,621,426,337,249,498,321,257,181,413,240,188,125,332,177,126,76,250,121,80,45,168,75,45,21,107,28,14,5,30,4,1,0
-non_saturating-n_epochs-50-d_alpha-1.2,39,765,564,487,356,716,520,446,309,618,424,339,239,519,333,256,164,430,253,179,114,332,174,112,67,251,115,75,43,168,64,43,20,90,33,18,7,28,4,3,1
-non_saturating-n_epochs-50-d_alpha-3,39,745,573,474,358,723,543,448,338,650,459,375,271,550,368,292,212,443,281,222,157,360,209,165,101,269,153,109,50,204,96,56,21,133,40,22,6,46,7,3,1
-non_saturating-n_epochs-50-d_alpha-1.5,39,766,548,441,295,748,524,423,284,676,454,353,235,558,355,277,191,456,279,209,142,365,209,154,106,292,158,115,79,218,110,84,45,138,66,41,17,56,18,12,4
-non_saturating-n_epochs-50-d_alpha-2,39,599,372,297,204,558,348,269,185,445,269,207,141,345,198,143,107,264,144,109,83,195,105,85,60,140,81,58,44,103,53,45,31,75,36,29,19,36,12,7,5
-non_saturating-n_epochs-50-d_alpha-1.2,40,33,23,17,14,22,15,13,12,11,7,5,5,4,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1.5,40,692,476,382,272,652,447,353,250,543,343,266,203,439,256,210,141,339,190,148,91,248,135,94,55,180,90,63,38,129,55,38,29,71,33,26,11,27,7,5,3
-non_saturating-n_epochs-50-d_alpha-2,40,427,282,228,156,333,220,170,123,232,134,108,82,155,90,69,44,104,56,42,29,73,34,27,21,48,24,16,11,27,14,8,6,9,5,3,1,3,1,0,0
-non_saturating-n_epochs-50-d_alpha-3,40,614,421,358,258,587,405,333,243,505,336,266,207,430,260,214,153,340,199,160,116,270,158,119,77,201,115,81,54,158,75,55,36,99,45,29,16,41,11,3,0
-non_saturating-n_epochs-50-d_alpha-3,42,733,556,476,358,701,519,442,339,611,443,363,262,519,352,277,195,434,263,216,147,343,208,161,95,270,150,111,57,202,94,58,35,126,48,29,13,49,12,9,5
-non_saturating-n_epochs-50-d_alpha-1.2,43,631,493,399,292,610,470,375,273,548,374,305,217,457,295,229,162,363,216,164,123,283,161,126,82,204,124,87,57,141,79,48,32,81,32,21,3,21,4,0,0
-non_saturating-n_epochs-50-d_alpha-1.2,41,790,586,489,373,758,552,470,356,666,472,395,289,567,388,309,206,465,303,224,150,378,208,160,104,291,147,108,59,211,91,57,32,125,43,29,11,52,11,6,1
-non_saturating-n_epochs-50-d_alpha-1.5,43,798,585,476,330,780,569,460,323,703,482,385,276,615,386,307,221,517,310,245,170,418,253,183,117,344,178,134,80,257,125,83,49,171,71,46,26,72,28,17,5
-non_saturating-n_epochs-50-d_alpha-3,43,624,407,332,224,592,383,311,207,499,305,237,167,371,226,174,126,292,169,137,92,226,124,97,62,168,94,71,46,118,58,43,32,70,32,22,12,28,8,4,1
-non_saturating-n_epochs-50-d_alpha-2,41,743,546,439,327,703,515,423,306,618,421,350,246,518,338,266,179,426,257,193,121,343,174,131,78,242,125,86,49,171,77,55,27,109,44,24,9,34,7,4,1
-non_saturating-n_epochs-50-d_alpha-1.2,44,706,544,445,347,673,503,412,326,585,414,353,259,494,331,259,184,393,238,191,119,306,170,134,82,225,127,88,47,157,78,47,23,95,35,19,12,29,12,9,5
-non_saturating-n_epochs-50-d_alpha-3,41,587,414,341,240,515,358,287,199,383,235,187,129,276,153,122,88,196,106,83,55,146,75,54,32,101,47,31,18,66,24,19,10,38,12,7,6,14,1,1,1
-non_saturating-n_epochs-50-d_alpha-2,43,796,595,481,353,765,566,455,334,672,470,380,251,560,368,273,184,444,263,188,118,350,194,139,79,257,130,85,54,190,75,52,33,115,46,31,12,48,12,7,1
-non_saturating-n_epochs-50-d_alpha-1.2,42,881,693,591,422,859,666,560,400,786,566,458,328,663,441,358,250,553,346,267,187,441,265,188,111,361,187,126,63,263,118,67,32,160,52,30,12,70,17,7,2
-non_saturating-n_epochs-50-d_alpha-1.5,41,135,91,78,65,72,50,46,38,36,25,20,13,15,10,9,8,9,8,7,6,7,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1.5,42,829,656,554,408,783,605,505,362,674,494,382,264,582,358,270,182,466,252,185,125,330,171,127,73,249,121,74,42,172,73,46,21,86,33,20,11,36,11,4,2
-non_saturating-n_epochs-50-d_alpha-2,42,777,605,510,381,740,552,467,349,640,444,360,260,518,341,265,181,417,252,182,113,307,169,114,73,225,105,73,43,153,57,36,22,75,27,13,5,25,4,0,0
-non_saturating-n_epochs-50-d_alpha-1.5,44,786,594,502,393,770,574,479,372,695,496,414,316,609,423,354,250,533,354,274,173,444,270,201,123,361,198,140,77,278,140,83,43,190,74,39,14,88,16,5,1
-non_saturating-n_epochs-50-d_alpha-2,44,739,550,468,336,648,479,383,281,516,347,270,181,385,236,180,101,283,149,103,54,197,85,54,31,131,48,27,17,76,19,14,6,34,10,4,1,9,1,0,0
-non_saturating-n_epochs-50-d_alpha-3,44,857,687,578,436,829,648,543,385,733,526,417,270,614,392,287,179,509,275,190,117,393,170,124,74,288,113,75,41,175,70,39,22,100,33,20,10,38,13,7,2
-non_saturating-n_epochs-50-d_alpha-1.2,45,721,545,460,342,696,507,429,320,612,431,347,243,521,334,261,180,413,250,190,129,316,180,134,83,241,121,85,43,166,72,42,21,97,32,22,9,29,7,5,1
-non_saturating-n_epochs-50-d_alpha-1.5,45,725,510,417,319,713,491,406,312,639,437,355,271,550,367,301,231,459,305,256,186,390,267,215,137,330,218,155,100,264,146,112,68,203,91,62,31,107,35,22,11
-non_saturating-n_epochs-50-d_alpha-2,45,805,578,477,346,766,544,442,320,658,436,352,251,547,334,268,186,439,246,185,123,334,171,128,75,248,124,80,42,167,67,44,21,93,30,16,8,30,8,5,4
-non_saturating-n_epochs-50-d_alpha-1.5,46,610,462,389,300,589,438,366,288,511,368,304,240,425,295,246,182,356,239,187,124,290,176,126,78,216,110,84,49,156,71,47,28,90,35,21,12,28,11,5,1
-non_saturating-n_epochs-50-d_alpha-3,46,783,587,461,335,748,549,434,317,654,458,346,244,556,343,264,185,428,255,191,117,335,182,135,81,254,126,85,49,169,79,52,26,104,35,24,7,39,9,5,3
-non_saturating-n_epochs-50-d_alpha-1.2,46,784,586,487,357,731,538,439,332,623,423,348,247,493,328,253,180,401,239,189,131,318,172,131,76,233,123,83,42,162,72,43,22,87,28,17,4,27,6,2,0
-non_saturating-n_epochs-50-d_alpha-2,47,612,448,389,283,579,430,373,267,515,380,301,232,436,299,242,179,361,234,183,124,282,163,128,86,204,118,84,55,144,68,52,39,89,41,28,15,38,12,5,2
-non_saturating-n_epochs-50-d_alpha-2,46,696,544,461,339,665,505,417,306,578,398,323,226,465,294,229,161,375,215,169,105,277,151,105,57,193,87,54,31,126,45,26,16,57,18,14,4,14,3,2,0
-non_saturating-n_epochs-50-d_alpha-3,45,753,567,454,326,732,521,431,296,630,431,339,229,531,326,244,164,418,234,180,117,338,162,122,75,253,111,75,48,169,73,48,25,97,41,21,6,41,7,3,1
-non_saturating-n_epochs-50-d_alpha-1.2,47,763,564,445,332,731,527,420,300,639,425,353,241,521,343,268,175,437,261,191,120,339,179,139,82,264,127,90,62,191,81,59,42,113,50,36,26,48,26,17,7
-non_saturating-n_epochs-50-d_alpha-3,48,704,513,424,302,679,485,406,289,594,413,333,235,511,330,256,179,421,254,198,133,335,193,143,98,265,143,105,65,188,90,68,38,120,52,36,14,47,17,8,2
-non_saturating-n_epochs-50-d_alpha-1.2,49,702,502,412,299,655,464,379,279,552,376,297,209,456,289,215,137,353,208,137,95,269,130,101,62,190,95,63,41,130,61,40,26,84,31,23,12,36,12,8,2
-non_saturating-n_epochs-50-d_alpha-1.5,47,847,634,529,352,825,605,501,334,732,510,403,274,621,404,315,194,509,305,216,138,406,217,161,105,326,155,113,67,236,106,75,42,141,63,44,20,76,20,12,2
-non_saturating-n_epochs-50-d_alpha-1.5,49,835,636,535,390,796,584,506,361,692,493,396,280,586,374,286,197,471,278,215,138,366,203,149,90,273,147,90,51,190,89,56,26,133,41,25,8,47,6,3,0
-non_saturating-n_epochs-50-d_alpha-3,47,870,676,558,411,841,620,509,379,731,503,404,286,626,398,306,206,511,293,213,128,417,204,140,78,306,127,83,34,199,71,39,10,102,25,8,3,43,1,0,0
-non_saturating-n_epochs-50-d_alpha-2,49,745,552,458,312,688,494,391,269,573,380,281,189,452,272,199,139,351,180,144,99,249,128,97,56,174,89,56,31,108,54,33,21,61,25,15,5,21,5,1,1
-non_saturating-n_epochs-50-d_alpha-2,48,725,537,463,342,694,513,444,321,605,439,355,268,520,355,278,199,429,278,218,150,341,214,153,95,275,151,104,64,203,94,71,37,136,52,38,15,50,15,8,3
-non_saturating-n_epochs-50-d_alpha-1.5,48,822,651,538,401,802,618,512,375,741,516,427,316,638,423,339,233,524,330,254,145,418,243,174,90,333,167,107,58,221,93,62,29,127,48,26,12,52,15,5,1
-non_saturating-n_epochs-50-d_alpha-1.2,48,57,39,30,23,21,15,13,12,11,6,5,4,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-3,49,767,567,468,337,724,527,422,305,608,430,332,239,496,321,254,170,396,232,169,114,324,171,119,73,250,109,81,52,175,69,53,27,106,39,25,9,37,9,4,1
-non_saturating-n_epochs-50-d_alpha-1.2,50,874,670,566,418,845,643,543,403,775,561,464,321,677,455,366,238,585,344,258,170,471,250,185,102,350,169,114,65,255,101,70,38,156,52,36,20,64,21,9,2
-non_saturating-n_epochs-50-d_alpha-2,50,846,667,566,420,798,605,511,360,699,481,389,255,579,356,273,166,454,252,181,114,352,165,118,67,256,113,67,35,163,68,34,17,97,27,15,6,25,8,1,0
-non_saturating-n_epochs-50-d_alpha-1.5,50,839,614,524,351,806,582,485,332,693,491,391,259,590,383,277,185,506,278,207,126,387,196,136,80,310,136,87,46,208,78,49,23,121,36,23,9,49,9,5,4
-non_saturating-n_epochs-50-d_alpha-1.2,51,678,484,397,295,625,446,365,272,525,343,277,189,410,252,191,136,316,179,137,85,235,129,89,54,171,75,54,27,107,47,29,12,53,18,13,6,17,2,0,0
-non_saturating-n_epochs-50-d_alpha-3,50,769,574,505,387,744,553,477,368,671,479,403,299,573,408,335,219,473,312,235,148,406,233,160,94,313,159,112,62,236,99,61,31,148,57,32,19,56,18,11,2
-non_saturating-n_epochs-50-d_alpha-1.5,52,656,478,411,311,616,452,386,300,525,379,318,227,443,302,244,172,364,228,175,109,294,168,120,74,221,113,81,38,153,65,42,19,86,29,21,7,32,6,3,1
-non_saturating-n_epochs-50-d_alpha-1.2,52,551,379,298,213,350,215,166,120,191,101,75,47,109,49,35,24,59,24,17,9,32,11,8,4,19,5,3,2,6,1,0,0,2,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-3,52,893,725,622,452,872,686,580,418,773,570,463,330,674,446,347,235,568,325,255,142,446,235,174,89,345,168,97,47,238,91,57,25,128,50,24,11,59,13,6,4
-non_saturating-n_epochs-50-d_alpha-1.5,51,615,436,371,271,578,412,345,243,485,329,261,194,389,242,193,126,315,176,131,87,237,127,84,51,172,75,56,30,111,43,27,18,66,24,16,11,22,9,6,3
-non_saturating-n_epochs-50-d_alpha-2,51,767,571,477,357,744,550,458,350,652,461,392,299,557,393,323,243,461,318,258,167,393,253,192,122,321,189,141,84,246,133,94,40,168,78,36,21,74,20,12,4
-non_saturating-n_epochs-50-d_alpha-1.5,53,786,570,453,341,746,531,418,319,637,421,349,254,530,332,271,199,445,264,211,146,358,205,151,100,287,156,110,63,212,103,67,38,134,53,40,17,66,16,10,6
-non_saturating-n_epochs-50-d_alpha-3,51,653,446,385,278,606,420,355,251,504,338,269,190,399,255,197,130,316,176,131,84,239,132,90,50,180,82,51,32,120,48,28,17,67,20,14,9,19,5,3,0
-non_saturating-n_epochs-50-d_alpha-2,52,738,552,470,334,713,530,447,322,633,444,359,255,543,358,283,191,446,271,200,139,361,196,150,102,277,152,112,73,220,109,75,46,137,63,47,23,68,25,11,6
-non_saturating-n_epochs-50-d_alpha-1.2,53,116,75,64,52,81,62,53,46,53,37,34,32,37,27,22,17,23,15,13,10,11,9,7,6,8,5,2,2,3,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1.5,54,736,492,402,281,702,464,379,270,585,387,298,210,486,292,236,152,392,238,165,113,311,168,121,83,232,113,83,55,165,76,56,33,104,51,35,21,47,18,15,5
-non_saturating-n_epochs-50-d_alpha-3,54,300,181,137,96,185,112,91,73,94,57,48,37,54,36,28,21,27,21,15,10,18,10,6,5,9,6,4,3,5,3,1,0,2,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1.2,55,536,353,286,214,517,335,275,205,439,282,230,161,350,223,171,127,274,165,135,103,227,124,100,74,162,92,74,43,124,58,42,27,75,29,22,11,24,7,4,0
-non_saturating-n_epochs-50-d_alpha-2,54,879,711,587,428,865,679,558,405,800,581,462,331,687,458,354,227,581,350,248,140,471,222,164,97,346,150,105,63,238,107,69,36,148,47,28,10,59,10,5,1
-non_saturating-n_epochs-50-d_alpha-2,53,774,573,477,352,737,535,453,339,655,452,366,275,557,366,288,196,459,280,226,133,368,213,155,94,293,150,104,59,199,103,63,39,131,53,32,15,63,11,6,4
-non_saturating-n_epochs-50-d_alpha-3,53,492,289,232,157,362,210,165,116,224,132,103,73,144,87,58,47,100,50,39,24,69,32,22,15,38,16,14,8,20,10,7,5,7,4,4,2,2,0,0,0
-non_saturating-n_epochs-50-d_alpha-1.2,54,758,565,483,362,735,549,462,342,645,477,397,274,569,387,301,210,477,303,224,155,393,226,169,109,312,165,122,60,231,105,62,34,145,55,32,17,55,15,5,1
-non_saturating-n_epochs-50-d_alpha-1.5,55,129,89,81,63,58,38,30,23,11,6,6,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-2,55,762,550,450,327,722,509,418,301,601,410,324,233,493,314,240,175,403,240,171,116,325,165,122,86,255,124,87,49,181,76,48,30,107,36,24,7,46,9,4,0
-non_saturating-n_epochs-50-d_alpha-1.2,56,721,514,418,308,690,495,400,299,598,417,333,245,520,331,268,183,423,261,202,135,354,201,146,92,278,137,101,62,206,94,64,39,137,54,34,24,58,22,18,8
-non_saturating-n_epochs-50-d_alpha-3,55,844,647,514,381,817,607,496,355,733,511,415,289,639,414,328,217,543,329,247,153,437,239,184,116,338,174,124,76,244,113,80,36,159,57,36,17,66,18,7,1
-non_saturating-n_epochs-50-d_alpha-1.5,56,872,686,572,402,864,666,545,383,810,576,464,320,720,468,362,240,612,374,281,192,505,277,212,142,400,207,158,96,299,151,107,62,202,99,59,24,111,29,12,7
-non_saturating-n_epochs-50-d_alpha-1.2,57,106,81,71,55,70,48,41,38,34,21,18,14,13,8,7,7,6,6,6,4,4,3,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-2,58,784,603,510,377,755,571,473,348,670,477,394,270,559,374,285,191,464,290,212,145,381,206,146,81,297,141,91,49,214,83,54,26,138,43,22,8,42,10,6,2
-non_saturating-n_epochs-50-d_alpha-1.5,58,762,561,451,328,738,530,429,304,636,436,356,241,524,347,271,183,423,263,199,144,341,194,147,99,258,148,109,63,199,98,68,37,122,56,34,16,54,15,10,3
-non_saturating-n_epochs-50-d_alpha-2,56,836,654,548,374,821,628,514,348,738,528,402,278,632,397,301,207,514,303,222,146,415,217,158,91,326,152,108,59,232,92,61,43,149,57,37,14,67,16,9,2
-non_saturating-n_epochs-50-d_alpha-3,58,316,193,148,115,200,121,103,82,120,77,68,51,77,49,39,30,54,32,28,19,35,20,14,11,20,9,7,4,8,5,3,3,4,2,2,1,2,0,0,0
-non_saturating-n_epochs-50-d_alpha-1.2,58,664,507,429,322,641,473,404,303,551,393,338,246,467,327,263,188,389,253,189,133,311,180,133,83,242,131,87,63,185,89,65,41,128,55,35,18,51,19,13,7
-non_saturating-n_epochs-50-d_alpha-3,56,888,695,582,411,827,603,496,347,687,442,345,217,555,310,231,143,420,201,151,83,276,122,86,48,193,82,55,18,114,39,20,12,61,14,11,6,17,6,2,0
-non_saturating-n_epochs-50-d_alpha-1.5,57,697,483,381,276,644,440,359,262,530,347,279,196,432,249,196,142,335,183,148,101,237,130,107,72,169,98,76,49,121,68,46,23,84,31,20,9,30,7,4,2
-non_saturating-n_epochs-50-d_alpha-2,57,682,487,402,311,639,461,387,293,556,380,325,225,461,305,245,158,377,231,172,106,306,159,112,74,224,111,73,42,154,64,41,25,93,35,22,12,31,8,5,4
-non_saturating-n_epochs-50-d_alpha-3,59,187,102,77,65,148,87,73,64,100,66,59,52,73,55,52,39,62,44,36,30,45,31,28,19,36,25,18,12,28,16,14,8,17,8,5,4,5,2,2,2
-non_saturating-n_epochs-50-d_alpha-3,57,766,549,450,325,719,503,412,299,606,401,307,224,483,293,222,146,369,207,156,97,278,137,95,53,186,92,57,39,128,50,40,18,69,25,15,4,20,2,2,0
-non_saturating-n_epochs-50-d_alpha-1.2,60,731,553,468,356,707,530,442,338,632,443,363,271,528,357,290,208,427,275,216,146,343,202,157,107,276,145,106,60,199,96,63,33,121,45,28,10,50,11,5,2
-non_saturating-n_epochs-50-d_alpha-1.2,59,912,743,614,435,897,715,590,415,837,629,504,337,766,515,379,246,655,391,285,183,552,286,211,129,434,210,150,84,326,151,99,50,209,87,55,22,101,33,11,5
-non_saturating-n_epochs-50-d_alpha-1.5,59,760,554,466,352,730,525,449,331,648,460,379,258,557,375,292,207,473,282,215,151,383,214,159,106,295,153,116,69,218,100,71,39,135,55,33,16,59,17,11,2
-non_saturating-n_epochs-50-d_alpha-1.5,60,761,555,458,327,721,523,434,305,636,432,333,238,526,332,248,174,414,244,188,125,325,184,138,91,253,128,92,60,198,88,60,32,120,55,29,13,51,17,5,2
-non_saturating-n_epochs-50-d_alpha-2,60,806,617,509,370,766,579,473,336,678,468,368,253,558,356,269,157,441,246,176,104,335,171,106,64,237,109,69,35,159,58,35,19,87,24,15,9,19,9,4,2
-non_saturating-n_epochs-50-d_alpha-2,59,649,487,405,325,631,469,391,303,560,402,334,259,481,330,275,200,404,274,212,147,339,201,160,105,273,148,112,73,193,102,73,47,128,61,45,30,62,27,15,9
-non_saturating-n_epochs-50-d_alpha-3,60,794,602,489,355,752,566,456,333,670,458,374,256,561,357,268,179,443,260,189,121,332,183,130,77,253,111,84,45,167,74,48,27,103,34,18,6,36,10,3,0
-non_saturating-n_epochs-50-d_alpha-2,61,805,606,503,387,749,553,458,342,649,438,361,245,517,334,253,158,416,224,152,95,303,148,100,55,218,93,56,27,135,50,28,8,77,17,4,0,24,1,0,0
-non_saturating-n_epochs-50-d_alpha-1.5,61,769,588,502,377,743,562,483,356,647,475,385,279,556,374,288,194,458,276,208,142,371,193,140,87,280,129,97,50,193,88,51,30,125,38,24,12,56,15,7,1
-non_saturating-n_epochs-50-d_alpha-1.2,61,613,408,324,224,576,385,303,206,473,296,225,162,379,218,168,122,291,154,117,80,216,104,82,63,147,74,60,36,99,52,35,15,53,21,10,2,17,2,1,0
-non_saturating-n_epochs-50-d_alpha-1.2,62,20,15,14,13,9,8,8,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1.5,62,730,555,459,341,687,513,423,315,579,411,329,226,470,306,228,158,373,212,162,107,270,151,109,63,197,102,67,36,126,53,33,13,71,20,11,2,20,2,1,0
-non_saturating-n_epochs-50-d_alpha-1.5,63,666,488,415,321,631,463,389,301,519,388,324,244,434,304,254,174,360,236,182,125,293,168,129,69,225,110,79,41,167,69,48,27,100,36,24,16,43,15,12,7
-non_saturating-n_epochs-50-d_alpha-3,61,418,278,235,163,332,229,179,135,235,145,112,82,157,91,65,44,99,54,40,26,75,32,22,16,48,16,13,9,19,9,5,3,8,4,2,2,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1.2,63,759,528,419,288,719,502,389,267,622,399,305,196,517,295,213,146,405,207,152,97,303,142,113,79,219,106,82,53,147,72,50,30,86,30,24,14,36,10,6,0
-non_saturating-n_epochs-50-d_alpha-3,63,735,523,417,283,689,471,372,248,566,358,275,180,424,248,197,136,333,178,140,85,255,130,88,50,183,78,51,28,123,35,26,12,60,18,10,8,17,4,3,1
-non_saturating-n_epochs-50-d_alpha-2,62,645,462,382,276,603,427,357,260,512,353,283,203,425,272,210,144,336,202,154,97,263,138,104,64,191,100,67,40,128,53,38,25,74,30,22,11,33,11,5,1
-non_saturating-n_epochs-50-d_alpha-3,62,824,635,532,380,768,581,473,339,651,452,358,245,537,330,239,163,418,238,170,98,315,158,104,54,242,96,52,21,154,36,17,5,72,5,3,0,16,0,0,0
-non_saturating-n_epochs-50-d_alpha-2,64,770,551,453,330,735,510,433,310,627,428,350,240,528,337,254,184,434,249,192,129,329,181,133,82,255,128,85,48,171,82,57,26,99,36,25,10,37,12,6,3
-non_saturating-n_epochs-50-d_alpha-3,64,855,678,561,414,816,632,527,365,724,513,414,265,613,387,282,178,497,274,192,118,396,186,135,72,292,122,79,34,193,60,34,16,95,19,10,2,26,1,1,0
-non_saturating-n_epochs-50-d_alpha-1.5,65,755,593,482,353,725,556,458,338,653,458,379,258,540,359,277,185,442,269,196,133,362,186,141,83,273,130,94,53,195,84,55,29,114,45,27,10,46,10,5,0
-non_saturating-n_epochs-50-d_alpha-1.5,64,519,338,265,190,420,290,217,165,316,193,161,118,231,139,100,76,158,89,71,50,112,64,47,29,77,37,29,14,44,22,13,11,25,11,8,2,6,1,1,1
-non_saturating-n_epochs-50-d_alpha-1.2,64,10,8,7,7,10,8,7,7,8,7,7,6,6,5,5,4,4,4,2,2,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-2,63,216,132,111,81,126,89,79,52,78,51,41,28,43,25,22,17,26,16,14,9,15,6,6,4,6,3,3,3,3,2,2,1,1,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-3,65,338,216,170,134,268,163,142,106,181,113,86,62,117,66,54,39,75,41,35,23,53,30,20,16,34,19,15,12,23,12,12,8,9,6,6,5,4,3,1,0
-non_saturating-n_epochs-50-d_alpha-1.2,65,696,496,417,314,667,472,398,298,564,412,330,236,481,320,252,174,389,238,183,123,305,175,133,85,237,126,94,53,169,85,54,33,98,40,29,18,39,15,12,4
-non_saturating-n_epochs-50-d_alpha-2,65,12,8,7,7,9,7,7,7,5,4,4,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1.2,66,635,437,332,228,592,397,306,218,485,283,231,170,348,213,171,124,265,155,125,80,200,114,81,52,150,69,52,27,99,44,25,18,48,19,13,7,13,6,2,0
-non_saturating-n_epochs-50-d_alpha-1.5,66,722,518,415,308,685,489,395,296,571,400,322,243,480,312,261,167,392,250,189,124,317,183,135,80,263,133,90,56,184,86,61,37,111,49,28,15,53,15,6,3
-non_saturating-n_epochs-50-d_alpha-2,66,760,565,466,347,737,534,446,338,664,451,378,287,578,388,308,216,488,306,233,153,380,232,173,102,306,166,118,71,235,102,74,40,158,57,32,18,64,17,9,3
-non_saturating-n_epochs-50-d_alpha-3,66,708,529,458,347,683,512,436,328,589,443,364,270,510,349,286,201,434,281,216,144,345,215,157,91,278,145,98,52,200,85,58,28,132,41,21,14,44,15,8,0
-non_saturating-n_epochs-50-d_alpha-2,67,639,436,363,265,585,396,326,245,466,309,248,180,367,225,184,128,280,162,129,85,211,116,86,59,156,81,60,37,107,53,37,16,65,22,13,3,19,4,2,0
-non_saturating-n_epochs-50-d_alpha-1.5,68,11,8,7,6,8,6,5,5,3,3,3,3,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-2,68,848,658,562,424,794,586,486,357,651,449,361,234,536,320,237,149,399,210,149,83,310,125,87,41,209,70,43,17,119,33,19,7,56,8,5,2,17,1,1,0
-non_saturating-n_epochs-50-d_alpha-3,68,749,549,454,336,711,513,416,317,611,412,331,236,504,323,258,166,412,246,187,123,318,175,135,89,236,130,93,57,173,84,60,32,115,47,31,13,49,12,4,2
-non_saturating-n_epochs-50-d_alpha-1.5,67,655,472,395,297,625,454,382,276,537,393,312,211,462,297,231,150,379,229,163,112,300,155,116,77,226,107,81,53,161,77,51,36,102,40,25,14,40,10,6,2
-non_saturating-n_epochs-50-d_alpha-1.2,67,830,644,554,387,801,619,516,365,733,519,418,290,633,408,319,223,514,315,245,156,418,233,174,102,329,171,116,61,245,105,67,33,160,53,32,10,60,12,5,1
-non_saturating-n_epochs-50-d_alpha-3,67,113,62,48,30,56,32,26,22,24,16,13,10,10,10,9,8,10,7,5,5,5,5,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1.2,68,775,610,511,377,754,590,494,356,700,509,417,289,613,409,319,217,511,319,247,155,421,229,176,114,309,171,131,82,228,123,87,49,165,70,44,22,69,21,10,3
-non_saturating-n_epochs-50-d_alpha-1.5,70,698,517,431,307,667,484,406,292,571,398,325,229,481,317,244,167,402,235,176,114,323,164,121,80,221,104,82,58,153,76,61,33,96,47,31,16,43,13,3,0
-non_saturating-n_epochs-50-d_alpha-3,69,823,612,505,370,791,573,474,344,696,483,377,278,584,362,290,212,478,275,224,148,382,212,163,98,282,153,105,50,207,93,50,20,129,37,17,6,42,8,2,0
-non_saturating-n_epochs-50-d_alpha-2,70,27,19,16,14,25,17,15,14,18,14,13,11,13,11,9,7,9,6,6,4,5,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-3,70,730,536,418,295,656,458,356,241,511,306,237,148,380,209,140,79,282,119,80,53,176,73,53,30,112,47,29,16,64,23,15,10,34,11,7,6,12,3,2,0
-non_saturating-n_epochs-50-d_alpha-1.5,71,744,534,426,292,713,505,393,282,626,411,326,226,514,318,243,172,405,237,188,128,328,175,140,88,255,136,93,61,176,91,61,36,116,52,30,17,44,14,8,0
-non_saturating-n_epochs-50-d_alpha-1.2,71,786,611,499,372,737,558,465,345,621,453,368,262,532,344,268,174,409,243,187,124,319,171,124,71,230,108,78,39,148,69,42,18,87,31,14,7,30,7,1,1
